word1,word2,count
knowledge,outlined,1
outlined,traditional,1
geometric,knowledge,1
geometric,traditional,1
knowledge,traditional,1
fragments,reaction,1
fragments,neutral,1
fragments,molecules,1
fragments,molecular,1
neutral,reaction,1
molecules,reaction,1
molecular,reaction,1
molecules,neutral,1
molecular,neutral,1
molecular,molecules,1
centigrade,tungsten,1
centigrade,cvd,2
centigrade,device,1
cvd,tungsten,1
device,tungsten,1
degrees,tungsten,1
cvd,device,1
cvd,degrees,1
degrees,device,1
diesel,heat,1
derivative,diesel,1
convective,diesel,1
ames,diesel,1
derivative,heat,1
convective,heat,1
ames,heat,1
convective,derivative,1
ames,derivative,1
ames,convective,1
microsystems,vlsi,1
computations,microsystems,1
dynamic,microsystems,1
manipulation,microsystems,1
computations,vlsi,1
dynamic,vlsi,1
manipulation,vlsi,1
computations,dynamic,1
computations,manipulation,1
dynamic,manipulation,1
etching,mu,1
hole,mu,1
mu,orbiting,1
filters,mu,1
etching,hole,1
etching,orbiting,1
etching,filters,1
hole,orbiting,1
filters,hole,1
filters,orbiting,1
foil,superconducting,1
films,foil,1
foil,oriented,1
foil,metallic,1
oriented,superconducting,1
metallic,superconducting,1
films,oriented,1
films,metallic,1
metallic,oriented,1
hydrazine,sers,1
raman,sers,1
sers,shuttle,1
metal,sers,1
hydrazine,raman,1
hydrazine,shuttle,1
hydrazine,metal,1
raman,shuttle,1
metal,raman,1
metal,shuttle,1
anodes,li,6
li,strategies,1
ambient,li,1
anodes,rechargeable,2
anodes,strategies,1
ambient,anodes,1
rechargeable,strategies,1
ambient,rechargeable,1
ambient,strategies,1
simulator,transient,1
bipropellant,transient,1
specifications,transient,1
small,transient,1
bipropellant,simulator,1
simulator,specifications,1
simulator,small,1
bipropellant,specifications,1
bipropellant,small,1
small,specifications,1
capacitance,sensor,1
capacitance,grasping,1
adaptive,capacitance,1
capacitance,effector,1
grasping,sensor,1
adaptive,sensor,1
effector,sensor,1
adaptive,grasping,1
effector,grasping,1
adaptive,effector,1
calcium,isotopes,1
calcium,ionization,1
calcium,enrichment,1
calcium,selective,1
ionization,isotopes,1
enrichment,isotopes,1
isotopes,selective,1
enrichment,ionization,1
ionization,selective,1
enrichment,selective,1
insb,jfet,1
insb,mbe,1
circuits,insb,1
insb,ir,1
jfet,mbe,1
circuits,jfet,1
ir,jfet,1
circuits,mbe,1
ir,mbe,1
circuits,ir,1
epitaxy,silicide,1
1x10,silicide,1
cobalt,silicide,1
mbe,silicide,1
1x10,epitaxy,1
cobalt,epitaxy,1
epitaxy,mbe,1
1x10,cobalt,1
1x10,mbe,1
cobalt,mbe,1
architecture,computer,1
architecture,principal,1
architecture,speed,1
architecture,version,1
computer,principal,1
computer,speed,1
computer,version,1
principal,speed,1
principal,version,1
speed,version,1
noise,stochastic,1
noise,spectra,1
noise,rigorous,1
background,noise,4
spectra,stochastic,1
rigorous,stochastic,1
background,stochastic,1
rigorous,spectra,1
background,spectra,1
background,rigorous,1
knowledge,tunnel,1
knowledge,testing,1
advisory,knowledge,1
knowledge,wind,1
testing,tunnel,1
advisory,tunnel,1
advisory,testing,1
testing,wind,1
advisory,wind,1
contaminants,enzymes,1
contaminants,eclss,1
contaminants,efficiently,1
contaminants,urea,1
eclss,enzymes,1
efficiently,enzymes,1
enzymes,urea,1
eclss,efficiently,1
eclss,urea,1
efficiently,urea,1
128,um,1
include,um,1
milestones,um,1
300k,um,1
128,include,1
128,milestones,1
128,300k,1
include,milestones,1
300k,include,1
300k,milestones,1
ingap,layers,1
ingap,wavelengths,1
ingap,um,1
grown,ingap,1
layers,wavelengths,1
layers,um,1
grown,layers,1
um,wavelengths,1
grown,wavelengths,1
grown,um,1
elastomers,polymers,1
hydrocarbon,polymers,1
molecular,polymers,2
fluorination,polymers,1
elastomers,hydrocarbon,1
elastomers,molecular,1
elastomers,fluorination,1
hydrocarbon,molecular,1
fluorination,hydrocarbon,1
fluorination,molecular,1
environments,exotic,1
exotic,guidelines,1
exotic,factors,1
commercial,exotic,1
environments,guidelines,1
environments,factors,1
commercial,environments,1
factors,guidelines,1
commercial,guidelines,1
commercial,factors,1
ammonia,preferably,1
compressor,preferably,1
preferably,radiator,1
preferably,probable,1
ammonia,compressor,1
ammonia,radiator,2
ammonia,probable,1
compressor,radiator,1
compressor,probable,1
probable,radiator,1
composites,pbo,1
ii,pbo,1
pbo,turbine,1
pbo,temperature,1
composites,ii,1
ii,turbine,1
ii,temperature,1
temperature,turbine,2
fluid,heat,5
fluid,loop,3
fluid,rejection,1
loop,rejection,1
phase,rejection,1
composites,thermoplastic,2
thermoplastic,tpi,1
larc,thermoplastic,1
percent,thermoplastic,1
composites,tpi,1
composites,larc,1
composites,percent,1
larc,tpi,2
percent,tpi,1
larc,percent,1
microbalance,particles,1
contamination,particles,1
particles,time,1
microbalance,particle,1
contamination,particle,1
particle,time,1
contamination,microbalance,1
microbalance,time,1
contamination,time,1
crystal,finite,1
finite,growth,1
finite,program,1
crystal,program,1
crystal,element,1
element,growth,1
element,program,1
imparting,jets,1
fluid,imparting,1
forces,imparting,1
energy,imparting,1
fluid,jets,1
forces,jets,1
energy,jets,1
fluid,forces,3
energy,fluid,1
energy,forces,1
diffuse,specular,1
diffuse,non,1
diffuse,surfaces,1
costly,diffuse,1
non,specular,1
specular,surfaces,2
costly,specular,1
non,surfaces,1
costly,non,1
costly,surfaces,1
optic,ph,1
centers,ph,1
geo,ph,1
fiber,ph,1
centers,optic,1
geo,optic,1
centers,geo,1
centers,fiber,1
fiber,geo,1
aloft,rainfall,1
aloft,tropical,1
aloft,particle,1
aloft,rates,1
particle,rainfall,1
particle,tropical,1
rates,tropical,1
particle,rates,1
instrumented,winds,1
instrumented,launch,1
instrumented,wind,1
ins,instrumented,1
launch,winds,1
wind,winds,1
ins,winds,1
launch,wind,1
ins,launch,1
ins,wind,1
multimode,optical,2
multimode,switch,1
multimode,switches,1
control,multimode,1
optical,switches,2
control,optical,1
control,switch,1
control,switches,1
disk,file,1
file,loads,1
file,improvements,1
file,remained,1
disk,loads,1
disk,improvements,1
disk,remained,1
improvements,loads,1
loads,remained,1
improvements,remained,1
guide,wire,1
human,wire,1
guide,welding,1
human,welding,1
guide,weld,1
guide,human,1
human,weld,1
network,task,1
dependencies,task,1
scheduled,task,1
centers,task,1
dependencies,network,1
network,scheduled,1
centers,network,1
dependencies,scheduled,1
centers,dependencies,1
centers,scheduled,1
cd,ni,1
cd,separator,1
cd,nylon,1
cd,replacement,1
ni,separator,1
ni,nylon,1
ni,replacement,1
nylon,separator,1
replacement,separator,1
nylon,replacement,1
polymers,processibility,1
polymers,solubility,1
conductivities,polymers,1
polymers,work,1
conductivities,processibility,1
processibility,work,1
conductivities,solubility,1
solubility,work,1
conductivities,work,1
liquids,tension,1
bubble,tension,1
surface,tension,1
period,tension,1
bubble,liquids,1
liquids,surface,1
liquids,period,1
bubble,surface,1
bubble,period,1
period,surface,1
exact,mixtures,1
exact,sections,1
cross,exact,1
exact,programs,1
mixtures,sections,1
cross,mixtures,1
mixtures,programs,1
programs,sections,1
cross,programs,1
htsc,magnetic,1
bearings,htsc,1
bearing,htsc,1
flux,htsc,1
flux,magnetic,1
bearings,flux,1
bearing,flux,1
quartz,silica,1
prove,quartz,1
prototypes,quartz,1
chip,quartz,1
prove,silica,1
prototypes,silica,1
chip,silica,1
prototypes,prove,1
chip,prove,1
chip,prototypes,1
access,information,1
access,extensible,1
access,user,1
access,software,1
extensible,information,1
information,software,1
extensible,user,1
extensible,software,1
software,user,3
heat,hydrides,2
hydrides,salts,1
hydrides,stored,1
hydrides,receiver,1
heat,salts,1
heat,stored,1
heat,receiver,3
salts,stored,1
receiver,salts,1
receiver,stored,1
cooler,tdm,1
cooler,pre,1
cooler,stc,1
cooler,flexural,1
pre,tdm,1
stc,tdm,2
flexural,tdm,2
pre,stc,1
flexural,pre,1
flexural,stc,2
tdm,vibration,1
reporting,tdm,1
stc,vibration,1
flexural,vibration,1
reporting,vibration,1
reporting,stc,1
flexural,reporting,1
aa,ice,1
ice,microcomputer,1
accretion,ice,3
aa,aircraft,1
aircraft,microcomputer,1
accretion,aircraft,1
aa,microcomputer,1
aa,accretion,1
accretion,microcomputer,1
angle,velocity,1
airflow,angle,1
angle,direction,1
sideslip,velocity,1
airflow,sideslip,1
direction,sideslip,1
airflow,velocity,2
direction,velocity,1
airflow,direction,1
boundary,psa,1
boundary,sensor,1
boundary,data,1
layer,psa,1
psa,sensor,1
data,psa,1
layer,sensor,1
data,layer,1
ct,scanner,1
pairs,scanner,1
scan,scanner,1
electron,scanner,1
ct,pairs,1
ct,scan,1
ct,electron,1
pairs,scan,1
electron,pairs,1
electron,scan,1
knowledge,server,1
knowledge,rationale,1
development,knowledge,1
knowledge,persistent,1
rationale,server,1
development,server,1
persistent,server,1
development,rationale,1
persistent,rationale,1
development,persistent,1
control,feedforward,2
controllers,feedforward,1
feedback,feedforward,1
feedforward,optimal,1
control,controllers,2
control,feedback,1
controllers,feedback,1
controllers,optimal,1
feedback,optimal,1
centigrade,emissivity,1
centigrade,temperature,2
3000,centigrade,1
degrees,emissivity,1
emissivity,temperature,3
3000,emissivity,1
degrees,temperature,2
3000,degrees,1
3000,temperature,1
multiprocessor,vme,1
event,vme,1
hypercube,vme,1
timekeeping,vme,1
event,multiprocessor,1
hypercube,multiprocessor,1
multiprocessor,timekeeping,1
event,hypercube,1
event,timekeeping,1
hypercube,timekeeping,1
adaptive,uncertainty,1
uncertainty,unmodeled,1
lss,uncertainty,1
robust,uncertainty,1
adaptive,unmodeled,1
adaptive,lss,1
adaptive,robust,1
lss,unmodeled,1
robust,unmodeled,1
lss,robust,1
continuously,structural,1
approach,parameters,1
approach,design,1
approach,continuously,1
design,parameters,1
continuously,parameters,1
continuously,design,1
ada,compiling,1
ada,environments,1
ada,work,1
ada,germane,1
compiling,environments,1
compiling,work,1
compiling,germane,1
environments,work,1
environments,germane,1
germane,work,1
tactile,wam,1
contacts,wam,1
arm,tactile,1
arm,contacts,1
manipulation,tactile,1
contacts,tactile,1
contacts,manipulation,1
manipulation,tasks,3
manipulation,primitives,1
fine,manipulation,1
manipulation,teleoperation,1
primitives,tasks,1
fine,tasks,1
tasks,teleoperation,1
fine,primitives,1
primitives,teleoperation,1
fine,teleoperation,1
rain,rainfall,3
model,rainfall,1
rainfall,threshold,1
effect,rainfall,1
model,rain,1
rain,threshold,1
effect,rain,1
model,threshold,1
effect,model,1
effect,threshold,1
shall,welding,1
scrap,welding,1
nc,welding,1
scrap,shall,1
nc,shall,1
shall,weld,1
nc,scrap,1
scrap,weld,1
nc,weld,1
drug,drugs,1
delivery,drugs,1
drugs,space,1
drugs,medical,1
delivery,drug,2
drug,space,1
drug,medical,1
delivery,space,1
delivery,medical,1
medical,space,1
circuit,fpa,1
fpa,isc,1
fpa,plane,2
fpa,read,1
circuit,isc,1
circuit,plane,1
circuit,read,1
isc,plane,1
isc,read,1
plane,read,1
code,store,1
separation,store,1
static,store,1
routines,store,1
code,separation,2
code,static,1
code,routines,1
separation,static,1
routines,separation,1
routines,static,1
theory,wake,1
trim,wake,1
influence,wake,1
impulse,wake,1
theory,trim,1
influence,theory,1
impulse,theory,1
influence,trim,1
impulse,trim,1
impulse,influence,1
environment,telerobotic,1
simulated,telerobotic,1
local,telerobotic,1
teleoperation,telerobotic,1
environment,simulated,1
environment,local,1
environment,teleoperation,1
local,simulated,1
simulated,teleoperation,1
local,teleoperation,1
concentrator,films,1
cell,concentrator,1
concentrator,phosphide,1
concentrator,phase,1
cell,films,1
films,phosphide,1
films,phase,1
cell,phosphide,1
cell,phase,1
phase,phosphide,1
harmonic,msfc,1
harmonic,resonance,1
filtering,harmonic,1
harmonic,research,1
msfc,resonance,1
filtering,msfc,1
msfc,research,1
filtering,resonance,1
research,resonance,1
filtering,research,2
laser,meeting,1
stabilized,transmitter,1
meeting,transmitter,1
pulsed,stabilized,1
meeting,stabilized,1
meeting,pulsed,1
laser,resonant,1
efficiencies,laser,1
cw,resonant,1
cw,frequency,1
cw,efficiencies,1
frequency,resonant,1
efficiencies,resonant,1
efficiencies,frequency,1
graphics,simulation,1
graphics,vehicle,1
dynamics,graphics,1
engineering,graphics,1
simulation,vehicle,1
dynamics,simulation,1
engineering,simulation,1
dynamics,vehicle,1
engineering,vehicle,1
dynamics,engineering,1
geo,terminals,1
geo,leo,1
geo,provided,1
designs,geo,1
leo,terminals,1
provided,terminals,1
designs,terminals,1
leo,provided,1
designs,leo,1
designs,provided,1
ignition,photochemical,1
combustion,ignition,1
ignition,supersonic,1
ignition,overall,1
combustion,photochemical,1
photochemical,supersonic,1
overall,photochemical,1
combustion,supersonic,1
combustion,overall,1
overall,supersonic,1
driven,pump,1
fluids,pump,1
electrically,pump,1
driven,heat,1
electrically,heat,1
driven,fluids,1
driven,electrically,1
electrically,fluids,1
cold,suit,1
inside,suit,2
heating,suit,1
suit,weather,1
cold,inside,1
cold,heating,1
cold,weather,1
heating,inside,1
inside,weather,1
heating,weather,1
dynamical,patterns,1
dynamical,nonlinear,1
dynamical,feat,1
dimensionality,dynamical,1
nonlinear,patterns,1
feat,patterns,1
dimensionality,patterns,1
feat,nonlinear,1
dimensionality,nonlinear,1
dimensionality,feat,1
mesoscale,predictors,1
hour,predictors,1
period,predictors,1
observational,predictors,1
hour,mesoscale,1
mesoscale,period,1
mesoscale,observational,1
hour,period,1
hour,observational,1
observational,period,1
gear,profile,1
gear,modified,1
charts,gear,1
gear,involute,1
modified,profile,1
charts,profile,1
involute,profile,1
charts,modified,1
involute,modified,1
charts,involute,1
polymers,versatility,1
polymers,prepared,1
polymers,synthetic,1
measures,polymers,1
prepared,versatility,1
synthetic,versatility,1
measures,versatility,1
prepared,synthetic,1
measures,prepared,1
measures,synthetic,1
gps,inertial,2
gps,tracking,1
filter,gps,1
navigation,tracking,3
inertial,tracking,1
filter,inertial,1
filter,tracking,1
mixer,network,1
mixer,saturate,1
destroy,mixer,1
receivers,saturate,1
destroy,receivers,1
network,saturate,1
destroy,network,1
destroy,saturate,1
fringe,path,1
fringe,wavelength,1
diagnosis,fringe,1
flow,fringe,1
path,wavelength,1
diagnosis,path,1
flow,path,1
diagnosis,wavelength,1
flow,wavelength,1
diagnosis,flow,1
attitude,identification,1
discreet,identification,1
bad,identification,1
identification,solutions,1
attitude,discreet,1
attitude,bad,1
attitude,solutions,1
bad,discreet,1
discreet,solutions,1
bad,solutions,1
25mm,crystals,1
5mm,crystals,1
crystals,luminescence,1
25mm,5mm,1
25mm,quality,1
25mm,luminescence,1
5mm,quality,1
5mm,luminescence,1
luminescence,quality,1
furnace,magnet,1
magnet,melt,1
magnet,permanent,2
growth,magnet,1
furnace,melt,1
furnace,permanent,1
melt,permanent,1
growth,melt,1
growth,permanent,1
kinematics,tool,1
inverse,kinematics,1
kinematics,manipulators,1
forward,kinematics,1
inverse,tool,1
manipulators,tool,1
forward,tool,1
inverse,manipulators,1
forward,inverse,1
forward,manipulators,1
detectors,heterostructure,1
heterostructure,tradeoffs,1
heterostructure,operating,1
heterostructure,parameters,1
detectors,tradeoffs,1
detectors,operating,1
detectors,parameters,1
operating,tradeoffs,1
parameters,tradeoffs,1
operating,parameters,1
disc,pod,1
drum,pod,1
heads,pod,1
factor,pod,1
disc,drum,1
disc,heads,1
disc,factor,1
drum,heads,1
drum,factor,1
factor,heads,1
ada,reliable,1
reliable,systematic,1
reliable,specification,1
avoidance,reliable,1
ada,systematic,1
ada,specification,1
ada,avoidance,1
specification,systematic,1
avoidance,systematic,1
avoidance,specification,1
acousto,spectrum,1
acousto,optic,3
acousto,analyzer,1
acousto,multichannel,1
optic,spectrum,1
analyzer,spectrum,1
multichannel,spectrum,1
analyzer,optic,1
multichannel,optic,1
considerable,turbulence,1
shock,turbulence,1
hypersonic,turbulence,1
interaction,turbulence,1
considerable,shock,1
considerable,hypersonic,1
considerable,interaction,1
hypersonic,shock,1
interaction,shock,1
hypersonic,interaction,1
equations,reacting,1
cvd,equations,1
dimensional,equations,1
dilute,equations,1
cvd,reacting,1
dimensional,reacting,1
dilute,reacting,1
cvd,dimensional,1
cvd,dilute,1
dilute,dimensional,1
geometry,subgrid,1
geometry,transition,1
code,geometry,1
general,geometry,1
subgrid,transition,1
code,subgrid,1
general,subgrid,1
code,transition,1
general,transition,1
gis,language,1
gis,natural,1
dialog,gis,1
gis,interface,2
dialog,language,1
dialog,natural,1
interface,natural,1
dialog,interface,1
680,nm,1
nm,wavelengths,3
mbe,nm,1
nm,quantum,1
680,wavelengths,1
680,mbe,1
680,quantum,1
mbe,wavelengths,1
quantum,wavelengths,1
mbe,quantum,1
analysis,coordinates,1
coordinates,data,1
coordinates,video,1
coordinates,specific,1
analysis,video,1
analysis,specific,1
data,specific,1
specific,video,1
coding,kbs,1
dsp,kbs,1
data,kbs,1
kbs,lossless,1
coding,dsp,1
coding,lossless,1
data,dsp,1
dsp,lossless,1
data,lossless,2
fiber,network,1
crossbar,fiber,1
fiber,interconnecting,1
devices,fiber,1
crossbar,network,1
interconnecting,network,1
devices,network,1
crossbar,interconnecting,1
crossbar,devices,1
devices,interconnecting,1
heterodyne,optra,1
optra,source,1
coherent,optra,1
heterodyne,optical,1
heterodyne,source,1
coherent,heterodyne,1
optical,source,1
coherent,optical,1
coherent,source,1
interferometer,laser,2
interferometer,technique,1
frequency,interferometer,1
alignment,interferometer,1
laser,technique,1
alignment,laser,1
frequency,technique,1
alignment,technique,1
alignment,frequency,1
iem,mcp,1
iem,photomultiplier,1
iem,microchannel,1
imaging,mcp,2
mcp,photomultiplier,1
mcp,microchannel,1
imaging,photomultiplier,1
imaging,microchannel,1
microchannel,photomultiplier,1
modulator,pointing,1
optical,pointing,1
pointing,wavefront,1
focusing,pointing,1
modulator,wavefront,1
focusing,modulator,1
focusing,optical,1
focusing,wavefront,1
displays,voltages,1
pixel,voltages,1
higher,voltages,1
deposition,voltages,1
displays,pixel,1
displays,higher,1
deposition,displays,1
higher,pixel,1
deposition,pixel,1
deposition,higher,1
microgravity,sonic,1
pump,sonic,1
containerless,sonic,1
microgravity,pump,1
pump,sample,1
containerless,pump,1
does,stellar,1
image,stellar,1
magnitude,stellar,1
extreme,stellar,1
does,image,1
does,magnitude,1
does,extreme,1
image,magnitude,1
extreme,image,1
extreme,magnitude,1
pushbroom,spectrometer,1
optical,pushbroom,1
pushbroom,spectral,1
microns,pushbroom,1
optical,spectrometer,2
spectral,spectrometer,3
microns,spectrometer,1
optical,spectral,1
microns,optical,1
microns,spectral,3
flows,lv,1
lv,signal,1
lv,processors,1
lv,processor,1
flows,signal,1
flows,processors,1
flows,processor,1
processors,signal,1
processor,signal,1
processor,processors,3
circuit,studied,1
chip,circuit,3
circuits,studied,1
defined,studied,1
chip,studied,1
circuits,defined,1
chip,circuits,1
chip,defined,1
h2,transducers,1
transducers,ultrasonic,2
leaky,transducers,1
flexural,transducers,1
h2,ultrasonic,1
h2,leaky,1
flexural,h2,1
leaky,ultrasonic,1
flexural,ultrasonic,1
flexural,leaky,1
gc,ims,1
ims,ion,2
delivered,ims,1
ims,volatile,1
gc,ion,1
delivered,gc,1
gc,volatile,2
delivered,ion,1
ion,volatile,1
delivered,volatile,1
2d,inspection,1
2d,programs,1
2d,rocket,1
2d,project,1
inspection,programs,1
inspection,rocket,1
inspection,project,1
programs,rocket,1
programs,project,2
project,rocket,1
criterion,phenolic,1
criterion,failure,1
criterion,srms,1
behavior,criterion,1
failure,phenolic,1
phenolic,srms,1
behavior,phenolic,1
failure,srms,1
behavior,failure,2
behavior,srms,1
float,zone,1
float,matrices,1
fibers,float,1
crystal,float,1
matrices,zone,1
fibers,zone,1
crystal,zone,1
crystal,matrices,1
phonon,suppression,1
phonon,saw,1
mhz,phonon,1
channels,phonon,1
saw,suppression,1
mhz,suppression,1
channels,suppression,1
mhz,saw,2
channels,saw,1
channels,mhz,1
arcing,model,1
arcing,parameters,1
arcing,biased,1
arcing,negatively,1
model,parameters,2
biased,model,1
model,negatively,1
biased,parameters,1
negatively,parameters,1
biased,negatively,1
base,soot,1
growth,soot,1
elucidating,soot,1
inhibition,soot,1
base,growth,1
base,elucidating,1
base,inhibition,1
elucidating,growth,1
growth,inhibition,1
elucidating,inhibition,1
oxygen,pyrolysis,2
minerals,pyrolysis,1
condensed,pyrolysis,1
pyrolysis,vaporization,1
minerals,oxygen,1
condensed,oxygen,1
oxygen,vaporization,1
condensed,minerals,1
minerals,vaporization,1
condensed,vaporization,1
burst,tdma,1
burst,signal,1
burst,rate,1
burst,data,1
signal,tdma,1
rate,tdma,1
data,tdma,1
rate,signal,1
data,signal,1
cm,discharge,1
cm,medium,1
cm,recirculating,1
cm,cubic,1
discharge,medium,1
discharge,recirculating,1
cubic,discharge,1
medium,recirculating,1
cubic,medium,1
cubic,recirculating,1
joystick,robotic,1
operator,robotic,1
robotic,teleoperator,1
controller,robotic,1
joystick,operator,1
joystick,teleoperator,1
controller,joystick,1
operator,teleoperator,1
controller,teleoperator,1
coolant,hydrogen,1
coolant,fahrenheit,1
coolant,reduced,1
coolant,cooling,5
fahrenheit,hydrogen,1
hydrogen,reduced,1
fahrenheit,reduced,1
cooling,reduced,1
agility,attack,1
18,agility,1
attack,departure,1
18,departure,1
18,attack,1
attack,criteria,1
18,criteria,1
configurations,nasp,1
control,nasp,1
nasp,vortices,1
nasp,vortex,1
configurations,control,1
configurations,vortices,1
configurations,vortex,1
control,vortices,1
control,vortex,1
vortex,vortices,4
bolt,tension,1
bolt,magnetostrictive,1
bolt,flux,1
bolt,length,1
magnetostrictive,tension,1
flux,tension,1
length,tension,2
flux,magnetostrictive,1
length,magnetostrictive,1
flux,length,1
aerobrake,shear,1
aerobrake,layer,1
aerobrake,structural,1
aerobrake,excite,1
layer,shear,1
shear,structural,1
excite,shear,1
layer,structural,1
excite,layer,1
excite,structural,1
standardized,venting,1
code,venting,1
cad,venting,1
methodologies,venting,1
code,standardized,1
cad,standardized,1
methodologies,standardized,1
cad,code,1
code,methodologies,1
cad,methodologies,3
acquired,investigate,1
acquired,spill,1
acquired,imaging,1
acquired,data,1
investigate,spill,1
imaging,investigate,1
data,investigate,1
imaging,spill,1
data,spill,1
data,imaging,1
aluminide,wire,1
aluminide,strip,1
aluminide,process,1
titanium,wire,1
strip,titanium,1
process,titanium,1
strip,wire,1
process,strip,1
ribbons,titanium,1
melt,titanium,1
overflow,titanium,1
cast,titanium,1
melt,ribbons,1
overflow,ribbons,1
cast,ribbons,1
melt,overflow,1
cast,melt,1
cast,overflow,1
floating,zone,1
floating,growth,1
floating,realistic,1
floating,orbital,1
growth,zone,1
realistic,zone,1
orbital,zone,1
growth,realistic,1
growth,orbital,1
orbital,realistic,1
cycles,duty,1
dual,duty,1
duty,refrigeration,1
duty,media,1
cycles,dual,1
cycles,refrigeration,1
cycles,media,1
dual,refrigeration,1
dual,media,1
media,refrigeration,1
hand,telerobot,1
telerobot,wrist,1
hands,telerobot,1
details,telerobot,1
hand,wrist,1
hand,hands,1
details,hand,1
hands,wrist,1
details,wrist,1
details,hands,1
code,launch,1
launch,stand,1
launch,viscous,1
launch,model,1
code,stand,1
code,viscous,1
code,model,2
stand,viscous,1
model,stand,1
model,viscous,1
flame,oxygen,2
concentrations,oxygen,1
oxygen,room,1
inexpensive,oxygen,2
flame,room,1
flame,inexpensive,1
concentrations,room,1
concentrations,inexpensive,1
inexpensive,room,1
frame,high,1
frame,sensor,2
frame,optics,1
frame,ona,1
high,sensor,1
high,optics,1
high,ona,1
ona,sensor,1
ona,optics,1
animal,food,1
diet,food,1
animals,food,1
feeding,food,1
animal,diet,1
animal,feeding,1
animals,diet,1
diet,feeding,1
animals,feeding,1
deposition,films,2
films,vapor,1
films,produced,1
films,post,1
deposition,produced,1
deposition,post,1
produced,vapor,1
post,vapor,1
post,produced,1
leak,tof,1
detection,tof,1
quadrupole,tof,1
leak,ms,1
leak,quadrupole,1
detection,ms,1
ms,quadrupole,1
detection,quadrupole,1
films,gas,2
depositing,films,1
films,reflectance,2
deposit,gas,1
deposit,depositing,1
deposit,reflectance,1
depositing,gas,1
gas,reflectance,2
depositing,reflectance,1
pcb,vlsi,1
ns,vlsi,1
sections,vlsi,1
digital,vlsi,1
ns,pcb,1
pcb,sections,1
digital,pcb,1
ns,sections,1
digital,ns,1
digital,sections,1
films,silicon,1
films,jets,1
gas,silicon,1
gas,jets,1
reflectance,silicon,1
jets,silicon,1
jets,reflectance,1
lasers,pumped,1
pumped,transverse,1
nd,pumped,1
diode,transverse,1
lasers,transverse,1
lasers,nd,1
nd,transverse,1
combustion,laser,1
laser,sapphire,1
combustion,tunable,1
ti,tunable,1
sapphire,tunable,1
combustion,ti,1
combustion,sapphire,1
sapphire,ti,2
co2,laser,4
laser,mopa,4
gains,laser,1
co2,mopa,1
co2,gains,1
co2,oscillator,1
gains,mopa,1
mopa,oscillator,1
gains,oscillator,1
modulation,multipath,1
fm,multipath,1
coding,multipath,1
fm,modulation,1
coding,modulation,4
modulation,signal,1
coding,fm,1
fm,signal,1
coding,signal,1
multipath,utilization,1
multipath,station,1
multipath,robots,1
multipath,robot,1
station,utilization,1
robots,utilization,1
robot,utilization,1
robots,station,1
robot,station,1
mass,phenomena,1
low,phenomena,1
electronic,phenomena,1
design,phenomena,1
electronic,mass,1
design,mass,1
electronic,low,1
design,electronic,1
antenna,module,1
module,plug,1
eva,module,1
feed,module,1
antenna,plug,1
antenna,eva,1
antenna,feed,2
eva,plug,1
feed,plug,1
eva,feed,1
chemical,engines,1
engines,lox,1
engines,package,1
chemical,combustion,1
combustion,lox,4
combustion,package,1
chemical,lox,1
chemical,package,1
lox,package,1
combustor,renowned,1
combustor,residence,1
combustor,major,1
renowned,turbine,1
residence,turbine,1
major,turbine,1
renowned,residence,1
major,renowned,1
major,residence,1
altitude,cloud,1
cloud,images,1
cloud,mirror,1
altitude,clouds,1
clouds,images,1
clouds,mirror,1
altitude,images,1
altitude,mirror,1
images,mirror,1
fault,tolerance,1
fault,logic,1
fault,rail,1
fault,register,1
logic,tolerance,1
rail,tolerance,1
register,tolerance,1
logic,rail,1
logic,register,1
rail,register,1
computer,research,1
computer,flight,1
algorithms,computer,1
computer,onboard,1
algorithms,research,2
onboard,research,1
algorithms,flight,1
algorithms,onboard,1
data,imaged,1
imaged,spatial,1
imaged,raster,1
gis,imaged,1
data,raster,1
raster,spatial,1
gis,spatial,1
gas,source,1
infrared,source,1
sensitivity,source,1
gas,infrared,2
gas,sensitivity,1
gas,light,1
infrared,light,1
light,sensitivity,2
atc,simulator,2
atc,speech,2
atc,site,1
atc,training,1
simulator,speech,1
simulator,site,1
simulator,training,3
site,speech,1
speech,training,1
site,training,1
smoothing,spatial,1
spatial,statistics,2
algorithm,spatial,1
patterns,spatial,1
smoothing,statistics,1
algorithm,smoothing,1
patterns,smoothing,1
algorithm,statistics,1
patterns,statistics,1
algorithm,patterns,2
instrument,spectral,1
atm,spectral,1
fluorescence,spectral,1
pressure,spectral,1
atm,instrument,1
fluorescence,instrument,1
instrument,pressure,1
atm,fluorescence,1
atm,pressure,1
fluorescence,pressure,3
coupling,flow,1
coupling,helicopter,1
coupling,rotor,1
flow,helicopter,1
flow,viscous,3
flow,rotor,2
helicopter,viscous,2
rotor,viscous,1
gps,shuttle,1
gps,malfunctioning,1
gps,visibility,1
navigation,shuttle,1
malfunctioning,shuttle,1
shuttle,visibility,1
malfunctioning,navigation,1
navigation,visibility,1
malfunctioning,visibility,1
manipulation,visual,1
language,manipulation,1
decision,manipulation,1
manipulation,sensory,1
decision,visual,1
sensory,visual,1
decision,language,1
language,sensory,1
decision,sensory,1
preforms,yarns,1
composite,preforms,1
labor,preforms,1
axis,preforms,1
composite,yarns,1
labor,yarns,1
axis,yarns,1
